Date,Open,High,Low,Close,Adj Close,Volume
2019-07-31,27.969999,27.980000,27.459999,27.820000,26.447153,1708100
2019-08-01,27.879999,28.690001,27.820000,28.309999,26.912973,1569500
2019-08-02,28.320000,28.540001,28.020000,28.299999,26.903467,1196500
2019-08-05,28.290001,28.290001,27.760000,28.010000,26.627779,1433400
2019-08-06,28.379999,28.990000,28.160000,28.790001,27.369287,1890000
2019-08-07,28.790001,29.180000,28.309999,28.690001,27.274223,1771900
2019-08-08,28.809999,29.250000,28.700001,28.900000,27.473860,1584500
2019-08-09,28.299999,28.450001,27.900000,28.250000,27.544067,1868600
2019-08-12,28.110001,28.440001,27.900000,28.290001,27.583069,1221100
2019-08-13,28.299999,28.930000,28.139999,28.780001,28.060822,1357500
2019-08-14,28.590000,28.700001,27.719999,28.070000,27.368563,1973500
2019-08-15,28.170000,28.209999,27.209999,27.600000,26.910311,1372600
2019-08-16,27.709999,27.910000,27.330000,27.600000,26.910311,1194700
2019-08-19,27.889999,27.969999,27.000000,27.379999,26.695807,1643200
2019-08-20,27.480000,27.510000,26.790001,27.000000,26.325302,6266100
2019-08-21,27.250000,27.530001,26.830000,27.530001,26.842058,2699000
2019-08-22,27.549999,27.680000,27.250000,27.670000,26.978559,1136800
2019-08-23,27.590000,27.590000,26.940001,27.240000,26.559303,1228900
2019-08-26,27.260000,27.469999,26.780001,26.840000,26.169300,1579400
2019-08-27,26.889999,27.700001,26.889999,27.330000,26.647057,2104400
2019-08-28,27.309999,27.540001,26.840000,27.410000,26.725058,930600
2019-08-29,27.459999,27.940001,27.280001,27.740000,27.046810,986700
2019-08-30,27.879999,28.100000,27.650000,28.100000,27.397816,1753000
2019-09-02,28.100000,28.150000,27.770000,27.980000,27.280813,1072300
2019-09-03,27.900000,28.000000,27.700001,28.000000,27.300314,1557500
2019-09-04,28.110001,28.500000,27.930000,28.500000,27.787819,1340300
2019-09-05,28.540001,28.680000,28.320000,28.400000,27.690317,1204200
2019-09-06,28.600000,28.600000,28.000000,28.360001,27.651318,675400
2019-09-09,28.450001,28.500000,28.040001,28.100000,27.397816,1120400
2019-09-10,28.100000,28.150000,27.709999,27.879999,27.183311,1401900
2019-09-11,28.010000,28.680000,27.820000,28.680000,27.963322,1776300
2019-09-12,28.770000,29.180000,28.690001,29.000000,28.275324,1940600
2019-09-13,29.000000,29.040001,28.520000,28.660000,27.943821,1725600
2019-09-16,28.770000,28.790001,28.240000,28.490000,27.778070,2015100
2019-09-17,28.490000,29.049999,28.360001,28.840000,28.119322,1166300
2019-09-18,28.840000,29.040001,28.730000,29.000000,28.275324,1081800
2019-09-19,29.000000,29.930000,28.910000,29.350000,28.616579,2319000
2019-09-20,29.469999,29.590000,28.639999,28.940001,28.216824,1821600
2019-09-23,28.799999,28.830000,28.250000,28.809999,28.090073,1298500
2019-09-24,28.910000,29.090000,28.440001,28.650000,27.934071,1209400
2019-09-25,28.650000,28.680000,28.200001,28.520000,27.807320,1012200
2019-09-26,28.459999,28.500000,28.209999,28.209999,27.505064,970200
2019-09-27,28.340000,28.400000,27.940001,28.299999,27.592815,1239000
2019-09-30,28.340000,28.889999,28.240000,28.799999,28.080320,1074500
2019-10-01,28.799999,28.799999,28.320000,28.650000,27.934071,910200
2019-10-02,28.559999,28.559999,27.850000,27.950001,27.251564,1208500
2019-10-03,28.030001,28.370001,27.910000,28.190001,27.485565,1161800
2019-10-04,28.200001,28.350000,28.090000,28.200001,27.495317,1445600
2019-10-07,28.290001,28.290001,27.290001,27.389999,26.705557,1866600
2019-10-08,27.410000,27.629999,27.350000,27.450001,26.764057,2292200
2019-10-09,27.660000,27.809999,27.250000,27.500000,26.812809,2201500
2019-10-10,27.530001,27.540001,27.250000,27.420000,26.734808,1925500
2019-10-11,27.459999,28.000000,27.370001,27.969999,27.271063,1366000
2019-10-14,28.040001,28.180000,27.820000,28.070000,27.368563,815900
2019-10-15,28.170000,28.170000,27.719999,27.809999,27.115061,1027300
2019-10-16,27.809999,27.850000,27.330000,27.770000,27.076061,3263200
2019-10-17,27.809999,27.889999,27.510000,27.830000,27.134562,1168000
2019-10-18,27.850000,28.059999,27.770000,28.059999,27.358814,2491800
2019-10-21,28.100000,28.340000,27.870001,28.110001,27.407564,734500
2019-10-22,28.299999,28.480000,28.070000,28.260000,27.553816,717300
2019-10-23,28.330000,28.430000,28.030001,28.180000,27.475817,913700
2019-10-24,28.240000,28.260000,27.809999,28.059999,27.358814,1036400
2019-10-25,28.150000,28.150000,27.629999,27.750000,27.056561,992100
2019-10-28,27.990000,28.040001,27.760000,28.000000,27.300314,1047000
2019-10-29,28.059999,28.080000,27.840000,27.900000,27.202812,1400400
2019-10-30,28.059999,28.530001,27.889999,28.350000,27.641569,811800
2019-10-31,28.590000,28.760000,28.379999,28.700001,27.982822,530300
2019-11-01,28.950001,29.040001,28.629999,28.670000,27.953571,886200
2019-11-04,28.750000,29.059999,28.660000,28.809999,28.090073,602500
2019-11-05,29.110001,29.260000,28.650000,28.799999,28.080320,687000
2019-11-06,28.900000,29.090000,28.500000,28.570000,27.856070,1023900
2019-11-07,28.879999,28.930000,28.709999,28.809999,28.090073,468100
2019-11-08,28.799999,28.860001,28.500000,28.510000,27.797569,709200
2019-11-11,28.100000,28.350000,28.010000,28.090000,27.388063,798000
2019-11-12,28.139999,28.250000,28.010000,28.110001,27.407564,1144400
2019-11-13,28.500000,28.520000,28.129999,28.379999,27.670816,548600
2019-11-14,28.450001,28.500000,27.940001,28.160000,27.456316,1121700
2019-11-18,28.270000,28.520000,28.209999,28.260000,27.553816,1124100
2019-11-19,28.370001,28.520000,28.209999,28.250000,27.544067,1009100
2019-11-21,27.750000,27.959999,27.709999,27.820000,27.654896,884000
2019-11-22,27.980000,28.090000,27.860001,28.000000,27.833828,453100
2019-11-25,28.100000,28.170000,27.809999,27.860001,27.694660,625700
2019-11-26,27.889999,27.900000,27.530001,27.870001,27.704599,867200
2019-11-27,27.990000,28.090000,27.639999,27.959999,27.794064,652900
2019-11-28,28.030001,28.170000,27.940001,28.129999,27.963057,367000
2019-11-29,28.120001,28.420000,28.120001,28.260000,28.092285,829400
2019-12-02,28.309999,28.969999,28.309999,28.570000,28.400444,1233500
2019-12-03,28.520000,28.840000,28.500000,28.750000,28.579376,1037700
2019-12-04,28.740000,28.790001,28.540001,28.700001,28.529675,811400
2019-12-05,28.840000,29.139999,28.170000,28.980000,28.808012,1664100
2019-12-06,28.900000,29.120001,28.870001,28.940001,28.768250,996200
2019-12-09,29.100000,29.330000,28.959999,29.280001,29.106232,1065000
2019-12-10,29.200001,29.520000,29.120001,29.520000,29.344809,812400
2019-12-11,29.450001,29.770000,29.330000,29.549999,29.374628,1240800
2019-12-12,29.650000,30.059999,29.610001,29.900000,29.722551,1123400
2019-12-13,30.000000,30.230000,29.910000,30.139999,29.961126,725000
2019-12-16,30.379999,30.660000,30.230000,30.400000,30.219584,1252200
2019-12-17,30.299999,30.440001,29.910000,30.030001,30.030001,1019300
2019-12-18,30.270000,30.520000,30.010000,30.420000,30.420000,1682900
2019-12-19,30.450001,30.680000,30.240000,30.650000,30.650000,1177000
2019-12-20,30.660000,30.660000,30.209999,30.309999,30.309999,838000
2019-12-23,30.440001,30.600000,30.320000,30.469999,30.469999,617500
2019-12-26,30.680000,31.100000,30.650000,30.920000,30.920000,807200
2019-12-27,31.100000,31.129999,30.730000,30.799999,30.799999,976600
2019-12-30,31.000000,31.219999,30.799999,31.059999,31.059999,738300
2020-01-02,31.150000,31.360001,30.780001,30.840000,30.840000,1270600
2020-01-03,30.840000,30.930000,30.520000,30.799999,30.799999,814700
2020-01-06,30.990000,31.209999,30.650000,30.990000,30.990000,1723300
2020-01-07,30.990000,30.990000,30.350000,30.620001,30.620001,1937800
2020-01-08,30.750000,30.780001,29.920000,30.309999,30.309999,1360100
2020-01-09,30.150000,30.360001,29.700001,29.930000,29.930000,1292800
2020-01-10,30.389999,30.620001,30.219999,30.450001,30.450001,737900
2020-01-13,30.410000,30.700001,30.389999,30.600000,30.600000,823100
2020-01-14,30.709999,30.740000,30.360001,30.540001,30.540001,1470700
2020-01-15,30.820000,30.830000,30.520000,30.760000,30.760000,1052300
2020-01-16,30.670000,30.980000,30.580000,30.690001,30.690001,1930800
2020-01-17,30.900000,31.320000,30.879999,31.320000,31.320000,755800
2020-01-20,31.450001,32.090000,31.389999,32.000000,32.000000,2152400
2020-01-21,32.049999,32.189999,31.770000,31.930000,31.930000,1003100
2020-01-22,31.980000,32.160000,31.670000,31.879999,31.879999,1152400
2020-01-23,31.750000,32.220001,31.650000,32.160000,32.160000,774800
2020-01-24,32.299999,32.349998,31.870001,31.950001,31.950001,627200
2020-01-27,31.700001,31.790001,31.250000,31.650000,31.650000,1240400
2020-01-28,31.549999,31.879999,31.330000,31.860001,31.860001,991800
2020-01-29,31.980000,32.080002,31.700001,31.799999,31.799999,991300
2020-01-30,31.450001,31.680000,30.850000,31.250000,31.250000,1447700
2020-01-31,31.309999,31.379999,30.850000,31.129999,31.129999,1272100
2020-02-03,31.100000,31.620001,31.059999,31.240000,31.240000,2246000
2020-02-04,31.500000,31.750000,31.190001,31.219999,31.219999,1185200
2020-02-05,31.299999,31.580000,31.219999,31.270000,31.270000,1014900
2020-02-06,31.459999,31.650000,30.870001,30.889999,30.889999,943300
2020-02-07,30.860001,30.910000,30.350000,30.530001,30.530001,691600
2020-02-10,30.469999,30.660000,29.809999,29.830000,29.830000,867100
2020-02-11,30.510000,30.910000,30.260000,30.700001,30.700001,684900
2020-02-12,30.940001,31.450001,30.549999,31.389999,31.389999,1060100
2020-02-13,31.330000,31.420000,31.000000,31.170000,31.170000,1155600
2020-02-14,31.170000,31.299999,30.920000,31.030001,31.030001,636200
2020-02-17,31.150000,31.809999,31.080000,31.490000,31.490000,1529200
2020-02-18,31.309999,31.309999,30.900000,31.160000,31.160000,1045900
2020-02-19,31.309999,31.650000,31.190001,31.469999,31.469999,715500
2020-02-20,31.469999,31.510000,30.410000,30.650000,30.650000,2620100
2020-02-21,30.700001,30.910000,30.309999,30.750000,30.750000,1227700
2020-02-26,null,null,null,null,null,null
2020-02-27,29.629999,30.180000,29.040001,30.080000,30.080000,2785700
2020-02-28,29.330000,29.490000,28.299999,29.370001,29.370001,3398600
2020-03-02,30.010000,30.670000,29.959999,30.240000,30.240000,3103600
2020-03-03,30.420000,31.309999,30.129999,30.230000,30.230000,2542800
2020-03-04,30.549999,31.290001,30.549999,31.139999,31.139999,2147900
2020-03-05,31.090000,31.200001,29.830000,29.900000,29.900000,2005600
2020-03-06,29.379999,29.900000,28.889999,29.520000,29.520000,3627900
2020-03-09,28.900000,29.240000,27.900000,29.000000,29.000000,6650600
2020-03-10,30.100000,30.750000,29.270000,30.290001,30.290001,6328800
2020-03-11,29.889999,30.790001,28.930000,29.750000,29.750000,5891300
2020-03-12,null,null,null,null,null,null
2020-03-13,null,null,null,null,null,null
2020-03-16,null,null,null,null,null,null
2020-03-17,null,null,null,null,null,null
2020-03-18,null,null,null,null,null,null
2020-03-19,null,null,null,null,null,null
2020-03-20,null,null,null,null,null,null
2020-03-23,null,null,null,null,null,null
2020-03-24,null,null,null,null,null,null
2020-03-25,null,null,null,null,null,null
2020-03-26,null,null,null,null,null,null
2020-03-27,null,null,null,null,null,null
2020-03-30,null,null,null,null,null,null
2020-03-31,null,null,null,null,null,null
2020-04-01,null,null,null,null,null,null
2020-04-02,null,null,null,null,null,null
2020-04-03,null,null,null,null,null,null
2020-04-06,null,null,null,null,null,null
2020-04-07,null,null,null,null,null,null
2020-04-08,null,null,null,null,null,null
2020-04-09,null,null,null,null,null,null
2020-04-13,null,null,null,null,null,null
2020-04-14,null,null,null,null,null,null
2020-04-15,null,null,null,null,null,null
2020-04-16,null,null,null,null,null,null
2020-04-17,null,null,null,null,null,null
2020-04-20,null,null,null,null,null,null
2020-04-22,null,null,null,null,null,null
2020-04-23,null,null,null,null,null,null
2020-04-24,null,null,null,null,null,null
2020-04-27,null,null,null,null,null,null
2020-04-28,null,null,null,null,null,null
2020-04-29,null,null,null,null,null,null
2020-04-30,null,null,null,null,null,null
2020-05-04,null,null,null,null,null,null
2020-05-05,0.000000,0.000000,0.000000,27.650000,27.650000,0
